Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;displayprotection;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;sar-eu;price;gprstext;edge;batstandby1;battalktime1;cam2features;bodyother;models;featuresother;optionalother
https://www.gsmarena.com/allview_p6_stony-6030.php;https://fdn2.gsmarena.com/vv/bigpic/allview-stony-p6.jpg;Allview P6 Stony;Released 2012, November;131.3g, 8.6mm thickness;Android 4.0.4;4GB 1GB RAM storage, microSDHC slot;2;N/A;54,481 hits;"4.65""";720x1280 pixels;1 GB RAM;;2100 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA 7.2/5.76 Mbps;2012, November. Released 2012, November;Discontinued;136 x 67 x 8.6 mm (5.35 x 2.64 x 0.34 in);131.3 g (4.62 oz);Dual SIM (dual stand-by);Super AMOLED;4.65 inches, 59.6 cm(~65.4% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~316 ppi density);Corning Gorilla Glass 2;Android 4.0.4 (Ice Cream Sandwich);;Dual-core 1.0 GHz Cotex-A9;PowerVR SGX531;microSDHC (dedicated slot), 16 GB included;4GB 1GB RAM;;8 MP, AF;LED flash, HDR;720p@30fps;1 MP;;Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct, DLNA;3.0, A2DP, EDR;GPS;No;FM radio, RDS;microUSB 2.0;Accelerometer, proximity, compass;Li-Po 2100 mAh, non-removable;Black;;About 200 EUR;;;Up to 260 h;Up to 5 h 30 min;;;;;Yamaha audio amplifier
https://www.gsmarena.com/allview_p4_duo-6031.php;https://fdn2.gsmarena.com/vv/bigpic/allview-p4-duo.jpg;Allview P4 Duo;Released 2012, October;118.4g, 9.9mm thickness;Android 4.0.4;4GB 512MB RAM storage, microSDHC slot;4;N/A;61,431 hits;"4.3""";480x800 pixels;512 MB RAM;;1600 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA 7.2/5.76 Mbps;2012, October. Released 2012, October;Discontinued;128 x 66.4 x 9.9 mm (5.04 x 2.61 x 0.39 in);118.4 g (4.16 oz);Dual SIM (dual stand-by);Super AMOLED;4.3 inches, 52.6 cm(~61.9% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~217 ppi density);Corning Gorilla Glass;Android 4.0.4 (Ice Cream Sandwich);;Dual-core 1.0 GHz Cotex-A9;PowerVR SGX531;microSDHC (dedicated slot);4GB 512MB RAM;;8 MP, AF;LED flash, HDR;720p@30fps;VGA;;Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct, DLNA;3.0, A2DP, EDR;GPS;No;FM radio, RDS;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 1600 mAh, removable;Black, White;;About 180 EUR;;;Up to 240 h;Up to 5 h;;;;;Yamaha audio amplifier
https://www.gsmarena.com/allview_p5_mini-6034.php;https://fdn2.gsmarena.com/vv/bigpic/allview-p5-mini.jpg;Allview P5 Mini;Released 2012, November;162.2g, 11.2mm thickness;Android 4.0.4;4GB 512MB RAM storage, microSDHC slot;1;N/A;72,269 hits;"3.95""";320x480 pixels;512 MB RAM;;1700 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA 7.2/5.76 Mbps;2012, November. Released 2012, November;Discontinued;125 x 64 x 11.2 mm (4.92 x 2.52 x 0.44 in);162.2 g (5.71 oz);Dual SIM (dual stand-by);TFT;3.95 inches, 46.5 cm(~58.1% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~146 ppi density);Corning Gorilla Glass;Android 4.0.4 (Ice Cream Sandwich);;1.0 GHz Cotex-A9;PowerVR SGX531;microSDHC (dedicated slot);4GB 512MB RAM;;3.15 MP;;Yes;VGA;;Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct, DLNA;3.0, A2DP, EDR;GPS;No;FM radio, RDS;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 1700 mAh, removable;Black, White;;About 90 EUR;;;Up to 240 h;Up to 5 h;;;;;Yamaha audio amplifier
https://www.gsmarena.com/allview_p5_alldro-6035.php;https://fdn2.gsmarena.com/vv/bigpic/allview-p5-alldro.jpg;Allview P5 AllDro;Released 2012, September;134.3g, 9.8mm thickness;Android 4.0.4;4GB 512MB RAM storage, microSDHC slot;7;N/A;124,508 hits;"4.3""";480x800 pixels;512 MB RAM;;1800 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA 7.2/5.76 Mbps;2012, September. Released 2012, September;Discontinued;130 x 68 x 9.8 mm (5.12 x 2.68 x 0.39 in);134.3 g (4.73 oz);Dual SIM (dual stand-by);IPS LCD;4.3 inches, 52.6 cm(~59.5% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~217 ppi density);Corning Gorilla Glass;Android 4.0.4 (Ice Cream Sandwich);;1.0 GHz Cotex-A9;PowerVR SGX531;microSDHC (dedicated slot);4GB 512MB RAM;;8 MP, AF;LED flash, HDR;720p@30fps;VGA;;Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct, DLNA;3.0, A2DP, EDR;GPS;No;FM radio, RDS;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 1800 mAh, removable;Black;;;;;Up to 320 h;Up to 5 h;;;;;Yamaha audio amplifier
https://www.gsmarena.com/allview_p4_alldro-6036.php;https://fdn2.gsmarena.com/vv/bigpic/allview-p4-alldro.jpg;Allview P4 AllDro;Released 2012, August;118.4g, 9.8mm thickness;Android 4.0.4;4GB 512MB RAM storage, microSDHC slot;1;N/A;48,035 hits;"4.3""";480x800 pixels;512 MB RAM;;1600 mAh Li-Ion;GSM 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA 7.2/5.76 Mbps;2012, August. Released 2012, August;Discontinued;127.2 x 66.8 x 9.8 mm (5.01 x 2.63 x 0.39 in);118.4 g (4.16 oz);Dual SIM (dual stand-by);Super AMOLED+;4.3 inches, 52.6 cm(~61.9% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~217 ppi density);Corning Gorilla Glass;Android 4.0.4 (Ice Cream Sandwich);;1.0 GHz Cotex-A9;PowerVR SGX531;microSDHC (dedicated slot);4GB 512MB RAM;;8 MP, AF;LED flash, HDR;720p@30fps;VGA;;Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct, DLNA;3.0, A2DP, EDR;GPS;No;FM radio, RDS;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 1600 mAh, removable;Black;;About 200 EUR;;;Up to 330 h;Up to 3 h 20 min;;;;;
https://www.gsmarena.com/allview_p3_alldro-6037.php;https://fdn2.gsmarena.com/vv/bigpic/allview-p3-alldro.jpg;Allview P3 AllDro;Released 2012, January;135.5g, 12.9mm thickness;Android 2.3.5;512MB 512MB RAM storage, microSDHC slot;2;N/A;43,801 hits;"4.1""";480x800 pixels;512 MB RAM;;1900 mAh Li-Ion;GSM 900 / 1800;HSDPA 2100;;HSPA 7.2/5.76 Mbps;2012, January. Released 2012, January;Discontinued;121.5 x 65.4 x 12.9 mm (4.78 x 2.57 x 0.51 in);135.5 g (4.76 oz);Dual SIM (dual stand-by);TFT;4.1 inches, 47.8 cm(~60.2% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~228 ppi density);;Android 2.3.5 (Gingerbread);;670 MHz;PowerVR SGX531;microSDHC (dedicated slot), 4 GB included;512MB 512MB RAM;;8 MP, AF;LED flash, panorama;480p@30fps;VGA;;Wi-Fi 802.11 b/g, hotspot;2.1, A2DP;GPS;No;No;microUSB 2.0;Accelerometer, proximity;Li-Ion 1900 mAh, removable;Black, White;;About 100 EUR;;;Up to 300 h;Up to 6 h 40 min;;;;;
https://www.gsmarena.com/allview_p2_alldro-6038.php;https://fdn2.gsmarena.com/vv/bigpic/allview-p2-alldro.jpg;Allview P2 AllDro;Released 2012, January;124.6g, 12.8mm thickness;Android 2.3.5;512MB 256MB RAM storage, microSDHC slot;7;N/A;44,307 hits;"3.5""";320x480 pixels;256 MB RAM;;1400 mAh Li-Ion;GSM 900 / 1800;HSDPA 2100;;HSPA;2012, January. Released 2012, January;Discontinued;116 x 61 x 12.8 mm (4.57 x 2.40 x 0.50 in);124.6 g (4.37 oz);Dual SIM (dual stand-by);TFT;3.5 inches, 36.5 cm(~51.5% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~165 ppi density);;Android 2.3.5 (Gingerbread);;670 MHz;PowerVR SGX531;microSDHC (dedicated slot);512MB 256MB RAM;;5 MP, AF;Panorama;480p@30fps;VGA;;Wi-Fi 802.11 b/g, hotspot;2.1;GPS;No;No;microUSB 2.0;Accelerometer, proximity;Li-Ion 1400 mAh, removable;Black;;About 80 EUR;;;Up to 250 h;Up to 6 h 10 min;;;;;
https://www.gsmarena.com/allview_p1_alldro-6039.php;https://fdn2.gsmarena.com/vv/bigpic/allview-p1-alldro1.jpg;Allview P1 AllDro;Released 2011, October;119g, 12.9mm thickness;Android 2.2;512MB 256GB RAM storage, microSDHC slot;2;N/A;41,392 hits;"3.5""";320x480 pixels;256 MB RAM;;1500 mAh Li-Ion;GSM 900 / 1800;;;HSPA;2011, October. Released 2011, October;Discontinued;115.9 x 62 x 12.9 mm (4.56 x 2.44 x 0.51 in);119 g (4.20 oz);Dual SIM (dual stand-by);TFT;3.5 inches, 36.5 cm(~50.8% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~165 ppi density);;Android 2.2 (Froyo);;;;microSDHC (dedicated slot);512MB 256GB RAM;;5 MP, AF;LED flash;480p@30fps;VGA;;Wi-Fi 802.11 b/g;2.1;GPS;No;No;microUSB 2.0;Accelerometer, proximity;Li-Ion 1500 mAh, removable;Black;;;Yes;Yes;Up to 220 h;Up to 5 h;;;;;
https://www.gsmarena.com/allview_l4_class-6045.php;https://fdn2.gsmarena.com/vv/bigpic/allview-l4-class.jpg;Allview L4 Class;Released 2012, November;84.6g, 12.8mm thickness;Feature phone;microSDHC slot;1;N/A;35,683 hits;"1.77""";128x160 pixels; ;;800 mAh Li-Ion;GSM 900 / 1800;;;;2012, November. Released 2012, November;Discontinued;108 x 45 x 12.8 mm (4.25 x 1.77 x 0.50 in);84.6 g (2.96 oz);Dual SIM (dual stand-by);TFT, 256K colors;1.77 inches, 9.9 cm(~20.3% screen-to-body ratio);128 x 160 pixels (~116 ppi density);;;;0;;microSDHC (dedicated slot);;;VGA;;Yes;No;;No;2.1;No;No;FM radio;miniUSB;;Li-Ion 800 mAh, removable;Black, White;;About 20 EUR;Yes;No;Up to 160 h;Up to 5 h;;Flashlight;;Audio/video playerVoice memo;
https://www.gsmarena.com/allview_m6_stark-6046.php;https://fdn2.gsmarena.com/vv/bigpic/allview-m6-stark.jpg;Allview M6 Stark;Released 2012, February;52g, 12.7mm thickness;Feature phone;microSDHC slot;1;N/A;47,083 hits;"2.0""";176x220 pixels; ;;950 mAh Li-Ion;GSM 900 / 1800;;;;2012, February. Released 2012, February;Discontinued;109.8 x 47 x 12.7 mm (4.32 x 1.85 x 0.5 in);52 g (1.83 oz);Dual SIM (dual stand-by);TFT, 256K colors;2.0 inches, 12.6 cm(~24.4% screen-to-body ratio);176 x 220 pixels (~141 ppi density);;;;0;;microSDHC (dedicated slot);;;1.3 MP;;Yes;No;;No;2.1;No;No;FM radio;microUSB;;Li-Ion 950 mAh, removable;Black, White;;About 20 EUR;Yes;No;Up to 230 h;Up to 4 h 30 min;;;;Audio/video playerVoice memo;
